0	0	0	0.35	0	0	0	-0	0	-0	0	0	0
1	3.68986e-07	-1.26058e-08	0.35	0.000737971	-2.52116e-05	-1.87943e-05	-7.94677e-08	-4.0659e-08	-3.77021e-07	-0.000158935	-8.13181e-05	-0.000754042
2	1.81654e-06	-6.98898e-08	0.35	0.00215715	-8.93564e-05	-4.054e-05	-1.41528e-06	-1.88823e-07	-1.56385e-06	-0.00251269	-0.000215011	-0.00161961
3	4.97291e-06	-2.61213e-07	0.35	0.00415558	-0.000293289	-1.33113e-05	-9.18487e-06	-3.14173e-07	-2.00675e-06	-0.0130265	-3.56941e-05	0.000733802
4	1.02864e-05	-8.95033e-07	0.35	0.00647134	-0.000974351	0.000256498	-3.31165e-05	1.45774e-06	6.67869e-06	-0.0348367	0.00357989	0.016637
5	1.77136e-05	-2.94118e-06	0.350001	0.00838315	-0.00311795	0.00144204	-5.34627e-05	3.54645e-06	1.94902e-05	-0.00585565	0.000598627	0.00898591
6	2.75019e-05	-6.27135e-06	0.350002	0.0111935	-0.00354239	0.00154265	-5.2161e-05	3.05386e-06	3.0106e-05	0.00845906	-0.00158268	0.0122457
7	4.03186e-05	-9.65265e-06	0.350004	0.0144398	-0.0032202	0.00230563	-3.74467e-05	-9.42875e-07	5.00107e-05	0.0209697	-0.00640902	0.027564
8	5.67089e-05	-1.24806e-05	0.350008	0.0183408	-0.00243569	0.00492795	-3.55742e-05	-6.57633e-06	3.56655e-05	-0.0172247	-0.00485894	-0.0562538
9	7.59581e-05	-1.59787e-05	0.350013	0.0201575	-0.00456062	0.00437261	-5.16365e-05	-1.10318e-05	-9.21156e-06	-0.0148992	-0.00405595	-0.0334999
10	9.70989e-05	-2.16859e-05	0.350017	0.0221239	-0.00685369	0.0038231	-6.54319e-05	-1.47838e-05	-3.0906e-05	-0.0126912	-0.00345047	-0.0098885
11	0.000120275	-2.97656e-05	0.35002	0.0242293	-0.00930572	0.0032798	-7.70765e-05	-1.8013e-05	-2.86653e-05	-0.010598	-0.00300774	0.0143704
12	0.000145622	-4.03724e-05	0.350023	0.0264638	-0.011908	0.00274302	-8.66844e-05	-2.08677e-05	-1.93218e-06	-0.00861885	-0.00269728	0.0390962
13	0.000173257	-5.36531e-05	0.350026	0.0288069	-0.0146533	0.00222321	-9.43717e-05	-2.34625e-05	4.91526e-05	-0.00675788	-0.00248299	0.0630738
14	0.000203281	-6.9743e-05	0.350028	0.0312405	-0.0175266	0.00172232	-0.000100454	-2.58576e-05	0.000124104	-0.00541008	-0.00229269	0.0868292
15	0.000235796	-8.87454e-05	0.350029	0.0337901	-0.0204781	0.00122743	-0.000105782	-2.80528e-05	0.000226451	-0.00525171	-0.00207663	0.117865
