0.0001	0	0.35	0.01	0	0	0	0	0	0	0	0
0.000200369	-1.26058e-08	0.35	0.02	0	0	0	0	0	0	0	0
0.000301817	-6.98898e-08	0.35	0.03	0	0	0	0	0	0	0	0
0.000404973	-2.61213e-07	0.35	0.04	0	0	0	0	0	0	0	0
0.000510286	-8.95033e-07	0.35	0.05	0	0	0	0	0	0	0	0
0.000617714	-2.94118e-06	0.35	0.06	0	0	0	0	0	0	0	0
0.000727502	-6.27135e-06	0.35	0.07	0	0	0	0	0	0	0	0
0.000840319	-9.65265e-06	0.35	0.08	0	0	0	0	0	0	0	0
0.000956709	-1.24806e-05	0.35	0.09	0	0	0	0	0	0	0	0
0.00107596	-1.59787e-05	0.35	0.1	0	0	0	0	0	0	0	0
0.0011971	-2.16859e-05	0.35	0.11	0	0	0	0	0	0	0	0
0.00132028	-2.97656e-05	0.35	0.12	0	0	0	0	0	0	0	0
0.00144562	-4.03724e-05	0.35	0.13	0	0	0	0	0	0	0	0
0.00157326	-5.36531e-05	0.35	0.14	0	0	0	0	0	0	0	0
0.00170328	-6.9743e-05	0.35	0.15	0	0	0	0	0	0	0	0
0.0018358	-8.87454e-05	0.35	0.16	0	0	0	0	0	0	0	0
0.00197094	-0.000110703	0.35	0.17	0	0	0	0	0	0	0	0
0.00210885	-0.000135522	0.35	0.18	0	0	0	0	0	0	0	0
0.00224964	-0.000162813	0.35	0.19	0	0	0	0	0	0	0	0
0.00239345	-0.000191575	0.35	0.2	0	0	0	0	0	0	0	0
0.00254068	-0.000219753	0.35	0.21	0	0	0	0	0	0	0	0
0.00269445	-0.000246665	0.35	0.22	0	0	0	0	0	0	0	0
0.00285752	-0.000272979	0.35	0.23	0	0	0	0	0	0	0	0
0.00302996	-0.000298666	0.35	0.24	0	0	0	0	0	0	0	0
0.00321191	-0.000323581	0.35	0.25	0	0	0	0	0	0	0	0
0.00340443	-0.000347081	0.35	0.26	0	0	0	0	0	0	0	0
0.00360583	-0.000370968	0.35	0.27	0	0	0	0	0	0	0	0
0.00381397	-0.000397887	0.35	0.28	0	0	0	0	0	0	0	0
0.00402999	-0.000428837	0.35	0.29	0	0	0	0	0	0	0	0
0.00424995	-0.000460515	0.35	0.3	0	0	0	0	0	0	0	0
0.00446937	-0.00048896	0.35	0.31	0	0	0	0	0	0	0	0
0.00468825	-0.000514212	0.35	0.32	0	0	0	0	0	0	0	0
0.00490661	-0.000536306	0.35	0.33	0	0	0	0	0	0	0	0
0.00512446	-0.000555271	0.35	0.34	0	0	0	0	0	0	0	0
0.00534179	-0.000571138	0.35	0.35	0	0	0	0	0	0	0	0
0.00555869	-0.000584066	0.35	0.36	0	0	0	0	0	0	0	0
0.00577556	-0.000594497	0.35	0.37	0	0	0	0	0	0	0	0
0.00599324	-0.000603093	0.35	0.38	0	0	0	0	0	0	0	0
0.0062129	-0.000610801	0.35	0.39	0	0	0	0	0	0	0	0
0.0064358	-0.000619108	0.35	0.4	0	0	0	0	0	0	0	0
0.00666375	-0.000630218	0.35	0.41	0	0	0	0	0	0	0	0
0.00690327	-0.000643312	0.35	0.42	0	0	0	0	0	0	0	0
0.00715954	-0.000656286	0.35	0.43	0	0	0	0	0	0	0	0
0.0074322	-0.000669195	0.35	0.44	0	0	0	0	0	0	0	0
0.00772139	-0.000682268	0.35	0.45	0	0	0	0	0	0	0	0
0.00802908	-0.000696678	0.35	0.46	0	0	0	0	0	0	0	0
0.0083513	-0.000709609	0.35	0.47	0	0	0	0	0	0	0	0
0.00868268	-0.000717052	0.35	0.48	0	0	0	0	0	0	0	0
0.00902273	-0.000718182	0.35	0.49	0	0	0	0	0	0	0	0
0.00936677	-0.000717357	0.35	0.5	0	0	0	0	0	0	0	0
0.00971095	-0.000719531	0.35	0.51	0	0	0	0	0	0	0	0
0.0100552	-0.000724652	0.35	0.52	0	0	0	0	0	0	0	0
0.0103995	-0.000732679	0.35	0.53	0	0	0	0	0	0	0	0
0.0107438	-0.000743588	0.35	0.54	0	0	0	0	0	0	0	0
0.0110881	-0.00075737	0.35	0.55	0	0	0	0	0	0	0	0
0.0114325	-0.000773974	0.35	0.56	0	0	0	0	0	0	0	0
0.0117773	-0.000793253	0.35	0.57	0	0	0	0	0	0	0	0
0.0121234	-0.000814914	0.35	0.58	0	0	0	0	0	0	0	0
0.0124717	-0.00083841	0.35	0.59	0	0	0	0	0	0	0	0
0.0128235	-0.00086248	0.35	0.6	0	0	0	0	0	0	0	0
0.013181	-0.00088409	0.35	0.61	0	0	0	0	0	0	0	0
0.013553	-0.000902678	0.35	0.62	0	0	0	0	0	0	0	0
0.0139462	-0.000919851	0.35	0.63	0	0	0	0	0	0	0	0
0.0143602	-0.000935626	0.35	0.64	0	0	0	0	0	0	0	0
0.0147949	-0.000949825	0.35	0.65	0	0	0	0	0	0	0	0
0.0152526	-0.000961299	0.35	0.66	0	0	0	0	0	0	0	0
0.0157272	-0.000973677	0.35	0.67	0	0	0	0	0	0	0	0
0.0162108	-0.000991715	0.35	0.68	0	0	0	0	0	0	0	0
0.0167024	-0.00101679	0.35	0.69	0	0	0	0	0	0	0	0
0.0171975	-0.00104457	0.35	0.7	0	0	0	0	0	0	0	0
0.0175925	-0.00106952	0.35	0.7	0	0	0	0	0	0	0	0
0.0179875	-0.00109165	0.35	0.7	0	0	0	0	0	0	0	0
0.0183822	-0.00111094	0.35	0.7	0	0	0	0	0	0	0	0
0.0187766	-0.00112739	0.35	0.7	0	0	0	0	0	0	0	0
0.0191707	-0.00114096	0.35	0.7	0	0	0	0	0	0	0	0
