0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.2	-0.1	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.2	0.0424407	0.0214407	-0.1
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
0.0845637	0.0424407	0.0214407	0.0435637
